City,State,Zip,Bank,BankState,NAICS,NoEmp,NewExist,CreateJob,RetainedJob,FranchiseCode,UrbanRural,RevLineCr,LowDoc,DisbursementGross,BalanceGross,GrAppv,SBA_Appv,MIS_Status
OAK CREEK,WI,53154,U.S. BANK NATIONAL ASSOCIATION,WI,0,16,1,0,0,1,0,N,N,"$336,100.00 ",$0.00 ,"$350,000.00 ","$262,500.00 ",P I F
APOPKA,FL,32703,"READYCAP LENDING, LLC",CA,452990,8,2,8,0,44065,1,0,N,"$205,000.00 ",$0.00 ,"$205,000.00 ","$153,750.00 ",CHGOFF
NORTH CHICOPEE,MA,1060,BANK OF AMERICA NATL ASSOC,RI,722330,4,1,0,4,1,1,0,N,"$25,000.00 ",$0.00 ,"$25,000.00 ","$12,500.00 ",P I F
ROCKLIN,CA,95765,NORTH VALLEY BANK,CA,237110,3,1,10,3,1,1,0,N,"$575,000.00 ",$0.00 ,"$575,000.00 ","$431,250.00 ",P I F
SPOKANE,WA,99201,BANK OF AMERICA NATL ASSOC,NC,811430,5,1,0,5,1,1,Y,N,"$10,000.00 ",$0.00 ,"$10,000.00 ","$5,000.00 ",P I F
MONROVIA,CA,91016,"CITIBANK, N.A.",FL,313311,18,1,1,18,1,1,Y,N,"$24,250.00 ",$0.00 ,"$25,000.00 ","$12,500.00 ",P I F
ASTORIA,NY,11103,JPMORGAN CHASE BANK NATL ASSOC,IL,448120,2,1,3,2,0,1,Y,N,"$173,702.00 ",$0.00 ,"$50,000.00 ","$25,000.00 ",CHGOFF
NOBLESVILLE,IN,46060,THE HUNTINGTON NATIONAL BANK,OH,0,10,1,0,0,1,0,N,N,"$200,000.00 ",$0.00 ,"$200,000.00 ","$160,000.00 ",P I F
WILLIAMSVILLE,NY,14221,GE CAP. SMALL BUS. FINAN CORP,TX,624410,7,1,0,0,1,0,N,N,"$150,000.00 ",$0.00 ,"$150,000.00 ","$121,500.00 ",P I F
LOUISVILLE,KY,40216,"PNC BANK, NATIONAL ASSOCIATION",DE,811310,14,2,5,14,1,1,0,N,"$25,000.00 ",$0.00 ,"$25,000.00 ","$12,500.00 ",P I F
WILMINGTON,MA,1887,CITIZENS BANK NATL ASSOC,RI,442299,1,1,0,1,1,1,Y,N,"$39,795.00 ",$0.00 ,"$20,000.00 ","$10,000.00 ",P I F
PHOENIX,AZ,85013,NATIONAL BANK OF ARIZONA,AZ,621111,3,1,1,3,1,1,0,N,"$300,000.00 ",$0.00 ,"$300,000.00 ","$225,000.00 ",CHGOFF
CASTLE ROCK,CO,80129,COMPASS BANK,AL,621111,2,1,0,2,1,1,0,N,"$240,000.00 ",$0.00 ,"$240,000.00 ","$120,000.00 ",P I F
LOS ANGELES,CA,90010,WILSHIRE BANK,CA,713940,16,2,16,0,1,1,0,N,"$1,000,000.00 ",$0.00 ,"$1,000,000.00 ","$750,000.00 ",P I F
RIVERSIDE,CA,92509,"READYCAP LENDING, LLC",CA,447110,10,1,0,0,5725,1,N,N,"$1,512,000.00 ",$0.00 ,"$1,512,000.00 ","$860,026.00 ",P I F
LAS VEGAS,NV,89118,BANK OF LAS VEGAS,NV,331522,4,2,0,0,1,1,0,Y,"$100,000.00 ",$0.00 ,"$100,000.00 ","$75,000.00 ",P I F
TULARE,CA,93274,BANK OF THE SIERRA,CA,484220,2,1,0,2,1,0,0,N,"$111,000.00 ",$0.00 ,"$111,000.00 ","$94,350.00 ",P I F
OAKLAND,CA,94618,BANK OF AMERICA NATL ASSOC,NC,713940,5,2,0,0,1,1,Y,N,"$10,000.00 ",$0.00 ,"$10,000.00 ","$5,000.00 ",P I F
Manhattan beach,CA,90266,EAST WEST BANK,CA,221122,5,1,0,5,0,1,N,N,"$2,075,000.00 ",$0.00 ,"$2,075,000.00 ","$1,556,250.00 ",P I F
Fort Worth,TX,76110,AMER BUS. LENDING INC.,TX,447110,1,2,1,0,0,1,N,N,"$810,300.00 ",$0.00 ,"$810,300.00 ","$607,725.00 ",P I F
NOVI,MI,48375,FIRST INDEPENDENCE BANK,MI,722211,30,2,0,0,1,1,N,N,"$250,000.00 ",$0.00 ,"$250,000.00 ","$187,500.00 ",CHGOFF
BRADENTON,FL,34203,BMO HARRIS BK NATL ASSOC,IL,0,14,1,0,0,1,0,N,N,"$250,000.00 ",$0.00 ,"$250,000.00 ","$207,500.00 ",P I F
HOUSTON,TX,77033,EAST WEST BANK,TX,812320,6,1,0,6,1,1,0,N,"$150,000.00 ",$0.00 ,"$150,000.00 ","$112,500.00 ",P I F
SAN ANTONIO,TX,78216,FIRST-CITIZENS BK & TR CO,NC,0,4,1,0,0,1,0,0,N,"$475,000.00 ",$0.00 ,"$475,000.00 ","$356,250.00 ",P I F
"KENNEWICK,",WA,99336,NORTHWEST BUS. DEVEL ASSOC,WA,0,14,2,14,0,1,0,N,N,"$460,000.00 ",$0.00 ,"$460,000.00 ","$460,000.00 ",P I F
ROSWELL,NM,88201,BANK OF THE SOUTHWEST,NM,0,9,1,0,0,72590,0,,N,"$140,000.00 ",$0.00 ,"$140,000.00 ","$105,000.00 ",P I F
LAINGSBURG,MI,48848,CAPITAL ONE NATL ASSOC,VA,238210,5,1,2,5,1,1,N,N,"$35,000.00 ",$0.00 ,"$35,000.00 ","$17,500.00 ",P I F
SOMERSET,NJ,8873,NEW MILLENNIUM BANK,NJ,424490,9,1,0,9,1,1,0,N,"$20,000.00 ",$0.00 ,"$20,000.00 ","$10,000.00 ",P I F
FAIRBORN,OH,45324,"PNC BANK, NATIONAL ASSOCIATION",OH,541330,6,1,0,0,1,0,N,N,"$132,340.00 ",$0.00 ,"$132,340.00 ","$119,106.00 ",P I F
NEW ORLEANS,LA,70123,JPMORGAN CHASE BANK NATL ASSOC,IL,531190,16,1,4,16,0,1,N,N,"$205,700.00 ",$0.00 ,"$205,700.00 ","$154,275.00 ",P I F
FLINT,MI,48532,"FIRSTMERIT BANK, N.A.",OH,112330,3,1,0,0,1,0,N,Y,"$53,000.00 ",$0.00 ,"$53,000.00 ","$42,400.00 ",P I F
AVON,CO,81620,FIRSTBANK,CO,0,2,1,0,0,1,0,N,Y,"$40,000.00 ",$0.00 ,"$40,000.00 ","$36,000.00 ",P I F
MIDDLESEX,NJ,8846,"PNC BANK, NATIONAL ASSOCIATION",NJ,453210,4,1,0,0,1,0,N,N,"$50,000.00 ",$0.00 ,"$50,000.00 ","$45,000.00 ",P I F
WASHINGTON,DC,20009,"READYCAP LENDING, LLC",CA,445291,4,2,4,4,56575,1,0,N,"$229,600.00 ",$0.00 ,"$229,600.00 ","$172,200.00 ",P I F
Hobbs,NM,88240,WESTERN COMMERCE BANK,NM,812112,5,1,0,5,0,2,N,N,"$10,200.00 ",$0.00 ,"$10,200.00 ","$9,180.00 ",P I F
CHALMETTE,LA,70043,COMERICA BANK,TX,621111,1,2,0,0,1,1,N,N,"$327,500.00 ",$0.00 ,"$327,500.00 ","$245,625.00 ",P I F
NEW YORK,NY,10019,BANK OF AMERICA NATL ASSOC,RI,0,1,1,1,2,1,1,Y,N,"$30,000.00 ",$0.00 ,"$30,000.00 ","$15,000.00 ",P I F
PALISADES PARK,NJ,7650,BANK OF AMERICA NATL ASSOC,NC,541690,4,2,2,6,0,1,T,N,"$100,000.00 ",$0.00 ,"$100,000.00 ","$50,000.00 ",CHGOFF
ARCADIA,CA,91007,BANK OF AMERICA NATL ASSOC,NC,511120,3,1,0,3,1,1,Y,N,"$50,000.00 ",$0.00 ,"$50,000.00 ","$25,000.00 ",P I F
HOUSTON,TX,77006,BANK OF AMERICA NATL ASSOC,TX,0,20,2,0,0,1,0,N,N,"$500,000.00 ",$0.00 ,"$500,000.00 ","$425,000.00 ",P I F
ARLINGTON HEIGHTS,IL,60004,BANK OF AMERICA NATL ASSOC,IL,0,8,1,0,0,0,0,N,N,"$700,000.00 ",$0.00 ,"$700,000.00 ","$591,500.00 ",P I F
HILLSIDE,IL,60162,ALBANY BK & TR COMPANY NATL AS,IL,0,55,1,0,0,1,0,N,N,"$497,050.00 ",$0.00 ,"$497,050.00 ","$372,788.00 ",P I F
HOLDREGE,NE,68949,FARMERS AND MERCHANTS BANK,NE,421830,7,1,0,0,0,0,N,N,"$180,000.00 ",$0.00 ,"$180,000.00 ","$135,000.00 ",P I F
OVERLAND PARK,KS,66207,COMMUNITY NATL BK & TR,KS,424110,3,1,0,3,1,2,Y,N,"$322,987.00 ",$0.00 ,"$225,000.00 ","$112,500.00 ",P I F
MIAMI,FL,33196,JPMORGAN CHASE BANK NATL ASSOC,IL,453220,4,1,0,4,1,1,Y,N,"$79,210.00 ",$0.00 ,"$40,000.00 ","$20,000.00 ",CHGOFF
LOS ANGELES,CA,90014,BANK OF AMERICA CALIFORNIA N.A,CA,339911,1,1,0,0,1,0,0,N,"$10,000.00 ",$0.00 ,"$10,000.00 ","$5,000.00 ",P I F
IRVINE,CA,92620,U.S. BANK NATIONAL ASSOCIATION,CA,0,12,1,0,0,1,0,0,N,"$675,000.00 ",$0.00 ,"$675,000.00 ","$506,250.00 ",P I F
GREENSBORO,NC,27409,BANK OF AMERICA NATL ASSOC,NC,722320,3,1,0,3,0,1,Y,N,"$69,000.00 ",$0.00 ,"$40,000.00 ","$20,000.00 ",P I F
HICKSVILLE,NY,11801,BANK OF AMERICA NATL ASSOC,RI,524210,11,1,0,11,1,1,Y,N,"$33,000.00 ",$0.00 ,"$33,000.00 ","$16,500.00 ",P I F
COLUMBIA,SC,29211,"TD BANK, NATIONAL ASSOCIATION",SC,0,6,2,0,0,0,0,N,N,"$100,000.00 ",$0.00 ,"$100,000.00 ","$90,000.00 ",CHGOFF
MANHATTAN,KS,66502,SUNFLOWER BANK NATL ASSOC,KS,321992,5,2,5,0,1,2,0,N,"$120,000.00 ",$0.00 ,"$120,000.00 ","$60,000.00 ",P I F
OGDEN,UT,84404,ZIONS FIRST NATIONAL BANK,UT,713940,15,2,12,3,0,1,N,N,"$290,000.00 ",$0.00 ,"$290,000.00 ","$217,500.00 ",CHGOFF
FREMONT,CA,94538,LOANS FROM OLD CLOSED LENDERS,DC,421830,4,1,0,0,1,0,N,N,"$332,000.00 ",$0.00 ,"$332,000.00 ","$249,000.00 ",P I F
LE SUEUR,MN,56058,FIRST FARMERS & MERCHANTS BANK,MN,337110,5,1,0,0,1,2,0,Y,"$20,168.00 ",$0.00 ,"$20,300.00 ","$17,255.00 ",CHGOFF
SALEM,UT,84653,CENTRAL BANK,UT,423920,2,2,0,2,0,1,Y,N,"$136,200.00 ",$0.00 ,"$80,000.00 ","$72,000.00 ",P I F
EL PASO,TX,79936,COMPASS BANK,TX,0,1,2,0,0,1,0,0,Y,"$10,000.00 ",$0.00 ,"$10,000.00 ","$8,000.00 ",P I F
MINNESOTA LAKE,MN,56068,WELLS FEDERAL BANK,MN,722110,2,1,0,0,1,1,0,Y,"$130,000.00 ",$0.00 ,"$130,000.00 ","$110,500.00 ",P I F
HIALEAH,FL,33013,BANCO POPULAR NORTH AMERICA,NY,811310,4,1,0,4,1,1,Y,N,"$105,323.00 ",$0.00 ,"$50,000.00 ","$25,000.00 ",CHGOFF
CRYSTAL LAKE,IL,60012,HOME ST. BANK/NATL ASSOC,IL,453210,7,1,0,0,1,1,0,Y,"$150,000.00 ",$0.00 ,"$150,000.00 ","$127,500.00 ",P I F
ST. JOSEPH,MO,64507,PONY EXPRESS COMMUNITY BANK,KS,0,8,1,0,0,1,0,N,N,"$560,000.00 ",$0.00 ,"$560,000.00 ","$420,000.00 ",P I F
Oklahoma City,OK,73139,PROSPERITY BANK,OK,423920,6,1,0,6,0,1,Y,N,"$3,500,000.00 ",$0.00 ,"$3,500,000.00 ","$3,150,000.00 ",P I F
PITTSBURGH,PA,15217,"PNC BANK, NATIONAL ASSOCIATION",DE,445299,1,2,1,1,0,1,N,N,"$70,000.00 ",$0.00 ,"$70,000.00 ","$35,000.00 ",P I F
HANOVER,MD,21076,SANDY SPRING BANK,MD,422490,55,2,0,0,1,2,N,N,"$330,000.00 ",$0.00 ,"$330,000.00 ","$247,500.00 ",P I F
EARIVILLE,IL,60501,CENTRUE BANK,IL,484121,1,1,0,0,1,2,0,Y,"$120,000.00 ",$0.00 ,"$120,000.00 ","$90,000.00 ",P I F
MOJAVE,CA,93502,UPS CAPITAL BUSINESS CREDIT,CT,235910,55,1,0,0,1,2,N,N,"$675,000.00 ",$0.00 ,"$675,000.00 ","$506,250.00 ",CHGOFF
LOS ANGELES,CA,90071,CITY NATIONAL BANK,CA,541110,1,2,5,5,1,1,0,N,"$150,000.00 ",$0.00 ,"$150,000.00 ","$112,500.00 ",P I F
DAYTON,OH,45415,THE HUNTINGTON NATIONAL BANK,OH,453991,14,1,0,0,82150,0,0,N,"$80,000.00 ",$0.00 ,"$80,000.00 ","$56,000.00 ",P I F
CANAL FULTON,OH,44614,THE HUNTINGTON NATIONAL BANK,OH,511110,1,2,0,0,1,0,N,Y,"$45,000.00 ",$0.00 ,"$45,000.00 ","$36,000.00 ",P I F
MONCLOVA,OH,43542,THE HUNTINGTON NATIONAL BANK,OH,0,6,2,0,0,1,0,N,Y,"$90,000.00 ",$0.00 ,"$90,000.00 ","$81,000.00 ",P I F
LEWISTON,ME,4240,"TD BANK, NATIONAL ASSOCIATION",ME,713110,12,2,0,0,1,2,0,Y,"$100,000.00 ",$0.00 ,"$100,000.00 ","$80,000.00 ",P I F
PLANTATION,FL,33324,BBCN BANK,CA,541211,1,1,12,1,1,1,0,N,"$5,000.00 ",$0.00 ,"$5,000.00 ","$4,250.00 ",P I F
CHATSWORTH,CA,91311,"CITIBANK, N.A.",CA,325620,4,2,0,4,1,1,Y,N,"$38,250.00 ",$0.00 ,"$22,000.00 ","$11,000.00 ",P I F
Philadelphia,MS,39350,FIRST FINANCIAL BANK,AR,112320,2,1,0,2,0,2,N,N,"$26,900.00 ",$0.00 ,"$26,900.00 ","$22,865.00 ",P I F
OAK FOREST,IL,60452,BANK OF AMERICA NATL ASSOC,NC,236118,22,1,0,22,0,1,Y,N,"$59,400.00 ",$0.00 ,"$50,000.00 ","$25,000.00 ",CHGOFF
PLEASENT GROVE,UT,84065,ZIONS FIRST NATIONAL BANK,UT,453998,8,1,0,8,0,1,N,S,"$50,000.00 ",$0.00 ,"$50,000.00 ","$42,500.00 ",P I F
COLUMBIA,MO,65202,REGIONS BANK,MO,541330,19,1,0,0,1,0,N,N,"$1,035,210.00 ",$0.00 ,"$1,035,210.00 ","$749,906.00 ",P I F
SALINA,KS,67401,THE BENNINGTON STATE BANK,KS,0,2,1,0,0,0,0,N,N,"$75,000.00 ",$0.00 ,"$75,000.00 ","$42,300.00 ",P I F
CARNEGIE,PA,15046,ENTERPRISE BANK,PA,423320,28,1,3,28,1,1,Y,N,"$700,000.00 ",$0.00 ,"$700,000.00 ","$350,000.00 ",P I F
MONROE,WA,98272,FIRST HERITAGE BANK,WA,621310,3,1,1,3,1,2,0,N,"$120,000.00 ",$0.00 ,"$120,000.00 ","$102,000.00 ",P I F
MIAMI,FL,33186,BANK OF AMERICA NATL ASSOC,NC,423990,4,1,1,4,0,1,T,N,"$198,000.00 ",$0.00 ,"$100,000.00 ","$50,000.00 ",CHGOFF
EL PASO,TX,79901,COMPASS BANK,TX,0,8,2,0,0,1,0,N,N,"$225,000.00 ",$0.00 ,"$225,000.00 ","$168,750.00 ",P I F
MONROVIA,CA,91016,U.S. BANK NATIONAL ASSOCIATION,CA,0,5,1,0,0,1,0,0,N,"$387,000.00 ",$0.00 ,"$387,000.00 ","$290,250.00 ",P I F
HOUSTON,TX,77099,BBCN BANK,CA,713990,1,2,2,3,0,1,N,N,"$15,000.00 ",$0.00 ,"$15,000.00 ","$12,750.00 ",CHGOFF
GLENDALE,AZ,85308,UMPQUA BANK,OR,522310,4,1,4,4,1,1,0,N,"$644,400.00 ",$0.00 ,"$644,400.00 ","$483,300.00 ",P I F
LAS VEGAS,NV,89101,CAPITAL ONE NATL ASSOC,VA,448210,3,1,0,3,0,1,N,N,"$35,000.00 ",$0.00 ,"$35,000.00 ","$17,500.00 ",P I F
Aptos,CA,95003,SANTA CRUZ COUNTY BANK,CA,451110,3,1,2,3,0,1,N,N,"$100,000.00 ",$0.00 ,"$100,000.00 ","$90,000.00 ",P I F
PHOENIX,AZ,85009,COBIZ BANK,CO,326199,21,1,3,21,0,1,N,N,"$250,000.00 ",$0.00 ,"$250,000.00 ","$225,000.00 ",P I F
BISMARCK,ND,58504,STARION FINANCIAL,ND,444130,20,1,0,20,1560,1,0,N,"$85,000.00 ",$0.00 ,"$85,000.00 ","$42,500.00 ",P I F
OVERLAND PARK,KS,66085,COMMERCE BANK,MO,454111,3,2,0,3,0,1,Y,N,"$9,959.00 ",$0.00 ,"$5,000.00 ","$2,500.00 ",CHGOFF
LEXINGTON,MO,64067,UNITED MIDWEST SAVINGS BANK,OH,441110,17,1,8,17,1,2,0,N,"$813,000.00 ",$0.00 ,"$908,000.00 ","$681,000.00 ",CHGOFF
KNOXVILLE,IA,50138,IOWA STATE SAVINGS BANK,IA,336312,2,1,0,0,1,2,N,Y,"$48,000.00 ",$0.00 ,"$48,000.00 ","$40,800.00 ",P I F
NEW YORK,NY,10018,JPMORGAN CHASE BANK NATL ASSOC,IL,0,1,1,0,0,1,0,Y,N,"$99,999.00 ",$0.00 ,"$50,000.00 ","$25,000.00 ",P I F
TORRINGTON,WY,82240,PINNACLE BANK-WYOMING,WY,0,52,1,0,0,0,0,N,N,"$456,000.00 ",$0.00 ,"$456,000.00 ","$387,600.00 ",P I F
SPOKANE,WA,99201,WELLS FARGO BANK NATL ASSOC,SD,0,22,1,0,0,1,0,Y,N,"$20,000.00 ",$0.00 ,"$20,000.00 ","$10,000.00 ",CHGOFF
HUFFMAN,TX,77336,PROSPERITY BANK,TX,713930,2,1,0,0,1,0,N,N,"$350,000.00 ",$0.00 ,"$350,000.00 ","$287,000.00 ",P I F
CHESAPEAKE,VA,23323,CAPITAL ONE NATL ASSOC,VA,611430,6,1,0,6,0,1,N,N,"$20,000.00 ",$0.00 ,"$20,000.00 ","$10,000.00 ",P I F
TORRANCE,CA,90503,BANCO POPULAR NORTH AMERICA,CA,333319,104,1,0,0,1,1,N,N,"$250,000.00 ",$0.00 ,"$250,000.00 ","$112,500.00 ",P I F
NEW HYDE PARK,NY,11042,CAPITAL ONE NATL ASSOC,VA,524210,2,1,1,2,1,1,0,N,"$30,000.00 ",$0.00 ,"$30,000.00 ","$15,000.00 ",P I F
ROXBORO,NC,27573,WELLS FARGO BANK NATL ASSOC,NC,811111,8,1,0,0,1,0,N,N,"$35,000.00 ",$0.00 ,"$35,000.00 ","$28,000.00 ",P I F
NEW BRUNSWICK,NJ,8901,"COMMERCE BANK, A DIVISION OF",PA,453220,4,1,0,4,36560,1,Y,N,"$20,000.00 ",$0.00 ,"$20,000.00 ","$10,000.00 ",P I F
CHINO,CA,91710,BBCN BANK,CA,446120,2,1,1,1,0,1,N,N,"$25,000.00 ",$0.00 ,"$25,000.00 ","$21,250.00 ",CHGOFF
GREENVILLE,IN,47124,CAPITAL ONE NATL ASSOC,VA,238910,0,1,0,0,0,1,N,N,"$20,000.00 ",$0.00 ,"$20,000.00 ","$10,000.00 ",CHGOFF
WILLIAMSPORT,PA,17701,"FNB BANK, NATIONAL ASSOCIATION",PA,453210,5,1,0,0,50564,0,N,Y,"$100,000.00 ",$0.00 ,"$100,000.00 ","$80,000.00 ",P I F
SOUTHLAKE,TX,76092,FIRST NATIONAL BANK OF OMAHA,NE,621310,2,2,2,0,0,1,Y,N,"$36,700.00 ",$0.00 ,"$36,700.00 ","$31,195.00 ",P I F
ALBANY,NY,12208,BANK OF AMERICA NATL ASSOC,NC,722110,19,1,2,19,0,1,Y,N,"$133,000.00 ",$0.00 ,"$76,000.00 ","$38,000.00 ",CHGOFF
WAKEFIELD,RI,2879,WASHINGTON TR CO OF WESTERLY,RI,114111,1,1,0,1,1,1,0,N,"$50,000.00 ",$0.00 ,"$50,000.00 ","$37,500.00 ",P I F
CONCORD,CA,94520,MECHANICS BANK,CA,235610,18,1,0,0,1,0,N,Y,"$100,000.00 ",$0.00 ,"$100,000.00 ","$90,000.00 ",P I F
SPRINGFIELD,TN,37172,REGIONS BANK,AL,0,12,1,0,0,90918,0,N,N,"$100,000.00 ",$0.00 ,"$100,000.00 ","$85,000.00 ",P I F
FARMINGTON HILLS,MI,48336,JPMORGAN CHASE BANK NATL ASSOC,IL,811121,1,1,0,0,1,0,N,N,"$350,000.00 ",$0.00 ,"$350,000.00 ","$297,500.00 ",P I F
CINCINNATI,OH,45246,KEYBANK NATIONAL ASSOCIATION,OH,0,5,1,5,5,1,1,0,N,"$30,000.00 ",$0.00 ,"$30,000.00 ","$15,000.00 ",P I F
MONTELLO,WI,53949,WELLS FARGO BANK NATL ASSOC,SD,722211,15,2,13,2,0,2,N,N,"$273,400.00 ",$0.00 ,"$275,600.00 ","$206,700.00 ",CHGOFF
TOPANGA,CA,90290,BANK OF AMERICA NATL ASSOC,NC,541613,2,1,0,2,0,1,Y,N,"$148,202.00 ",$0.00 ,"$100,000.00 ","$50,000.00 ",P I F
TULSA,OK,74145,BANK OF AMERICA NATL ASSOC,NC,421810,14,1,0,0,1,0,N,N,"$750,000.00 ",$0.00 ,"$750,000.00 ","$675,000.00 ",P I F
VARNVILLE,SC,29944,REGIONS BANK,SC,451110,1,2,0,0,1,0,N,Y,"$67,000.00 ",$0.00 ,"$67,000.00 ","$60,300.00 ",P I F
PALM SPRINGS,CA,92262,BANK OF AMERICA NATL ASSOC,NC,522310,2,2,0,2,1,1,Y,N,"$10,000.00 ",$0.00 ,"$10,000.00 ","$5,000.00 ",P I F
ALEXANDRIA,VA,22304,"BUSINESS FINANCE GROUP, INC.",VA,453220,2,1,2,4,1,1,N,N,"$125,000.00 ",$0.00 ,"$125,000.00 ","$125,000.00 ",P I F
YUMA,AZ,85365,NATIONAL BANK OF ARIZONA,AZ,0,16,2,0,0,1,0,N,Y,"$50,000.00 ",$0.00 ,"$50,000.00 ","$40,000.00 ",P I F
MARSHFIELD (CENSUS NAME FOR MA,MA,2359,SOUTH SHORE BANK,MA,713940,6,2,6,0,48450,1,0,N,"$130,000.00 ",$0.00 ,"$130,000.00 ","$65,000.00 ",P I F
ASHAWAY,RI,2804,"TEXTRON BUSINESS CREDIT, INC.",RI,322213,16,1,0,0,1,0,N,N,"$410,000.00 ",$0.00 ,"$410,000.00 ","$307,500.00 ",P I F
WYOMING,MI,49519,THE HUNTINGTON NATIONAL BANK,OH,453998,0,1,0,0,0,1,N,N,"$13,000.00 ",$0.00 ,"$13,000.00 ","$6,500.00 ",P I F
RACINE,WI,53405,BMO HARRIS BK NATL ASSOC,IL,0,1,2,0,0,1,0,N,N,"$105,000.00 ",$0.00 ,"$105,000.00 ","$94,500.00 ",P I F
SEWICKLEY,PA,15143,CITIZENS BANK NATL ASSOC,RI,541320,2,1,0,2,1,1,Y,N,"$31,330.00 ",$0.00 ,"$5,000.00 ","$2,500.00 ",P I F
COPIAGUE,NY,11726,BBCN BANK,CA,445110,7,1,0,7,1,1,0,N,"$400,000.00 ",$0.00 ,"$400,000.00 ","$300,000.00 ",P I F
BUTTE,MT,59701,MONTANA COMMUN FINAN CORP,MT,0,27,1,5,22,1,0,N,N,"$142,000.00 ",$0.00 ,"$142,000.00 ","$142,000.00 ",P I F
NORTH WILKESBORO,NC,28659,SUNTRUST BANK,GA,0,12,2,0,0,1,0,N,N,"$300,000.00 ",$0.00 ,"$300,000.00 ","$255,000.00 ",P I F
ESTHERVILLE,IA,51334,NORTHSTAR BANK,IA,812112,5,1,0,0,1,2,N,N,"$25,000.00 ",$0.00 ,"$25,000.00 ","$21,250.00 ",CHGOFF
COLUMBUS,OH,43212,"WACHOVIA SBA LENDING, INC.",CA,311811,4,1,0,4,1,0,0,N,"$515,000.00 ",$0.00 ,"$515,000.00 ","$386,250.00 ",P I F
MONROE,WA,98272,MUFG UNION BANK NATL ASSOC,WA,722110,25,1,0,0,1,0,0,Y,"$50,000.00 ",$0.00 ,"$50,000.00 ","$40,000.00 ",P I F
ENUMCLAW,WA,98022,WELLS FARGO BANK NATL ASSOC,SD,0,65,2,0,0,21780,0,N,N,"$470,000.00 ",$0.00 ,"$470,000.00 ","$376,000.00 ",P I F
EAST SYRACUSE,NY,13057,CANANDAIGUA NATL BK & TR CO,NY,541611,9,2,9,0,1,1,Y,N,"$189,185.00 ",$0.00 ,"$50,000.00 ","$25,000.00 ",P I F
FAYETTEVILLE,AR,72701,ARVEST BANK,AR,812112,15,2,0,0,1,1,0,Y,"$141,000.00 ",$0.00 ,"$141,000.00 ","$119,850.00 ",P I F
EL MONTE,CA,91731,CAPITAL ONE NATL ASSOC,VA,524210,7,1,0,0,1,1,N,N,"$50,000.00 ",$0.00 ,"$50,000.00 ","$25,000.00 ",CHGOFF
RIVERBANK,CA,95367,GE CAP. SMALL BUS. FINAN CORP,TX,422430,42,1,0,0,1,0,N,N,"$298,400.00 ",$0.00 ,"$298,400.00 ","$223,800.00 ",P I F
BREWERTON,NY,13029,"OPERATION OSWEGO COUNTY, INC.",NY,713930,10,2,10,0,1,0,N,N,"$663,000.00 ",$0.00 ,"$663,000.00 ","$663,000.00 ",P I F
OKEENE,OK,73763,FARMERS & MERCHANTS NATL BK,OK,213112,22,1,0,22,0,2,N,N,"$228,200.00 ",$0.00 ,"$289,000.00 ","$260,100.00 ",P I F
GLENDALE,CA,91205,"CITIBANK, N.A.",SD,517911,5,1,5,5,1,1,0,N,"$40,000.00 ",$0.00 ,"$40,000.00 ","$20,000.00 ",P I F
NORTH RICHLAND HILLS,TX,76180,WELLS FARGO BANK NATL ASSOC,SD,531320,1,1,0,1,1,1,Y,N,"$15,701.00 ",$0.00 ,"$15,000.00 ","$7,500.00 ",P I F
LAFAYETTE,IN,47909,FIRST MERCHANTS BANK NATL ASSO,IN,562211,28,1,0,0,1,1,0,Y,"$150,000.00 ",$0.00 ,"$150,000.00 ","$127,500.00 ",P I F
CHARLOTTE,NC,28211,BUSINESS EXPANSION FUNDING COR,NC,0,1,2,6,0,1,0,N,N,"$204,000.00 ",$0.00 ,"$204,000.00 ","$204,000.00 ",P I F
MILWAUKEE,WI,53206,LEGACY BANK,WI,484220,3,2,0,0,1,1,0,Y,"$132,400.00 ",$0.00 ,"$132,400.00 ","$112,540.00 ",P I F
Kent,WA,98032,KEYBANK NATIONAL ASSOCIATION,OH,336413,9,2,0,0,0,1,N,N,"$1,450,000.00 ",$0.00 ,"$1,450,000.00 ","$1,087,500.00 ",P I F
SOUTHFIELD,MI,48075,CITIZENS BANK NATL ASSOC,RI,423450,3,1,0,3,0,1,Y,N,"$98,642.00 ",$0.00 ,"$75,000.00 ","$37,500.00 ",CHGOFF
SLATON,TX,79364,PROSPERITY BANK,TX,421860,10,1,0,0,1,2,N,N,"$69,414.00 ",$0.00 ,"$100,000.00 ","$85,000.00 ",P I F
Pharr,TX,78577,"BUSINESS LOAN CENTER, LLC",FL,454210,1,2,0,1,0,1,N,N,"$20,000.00 ",$0.00 ,"$20,000.00 ","$17,000.00 ",CHGOFF
COLUMBIA,SC,29205,FIRST CIT. BK & TR COMPANY INC,SC,0,14,1,0,0,1,0,N,N,"$931,350.00 ",$0.00 ,"$931,350.00 ","$670,572.00 ",P I F
DELRAN (TOWNSHIP OF),NJ,8075,BNB HANA BANK NATL ASSOC,NJ,722110,12,2,12,12,1,1,0,N,"$540,000.00 ",$0.00 ,"$540,000.00 ","$405,000.00 ",P I F
EUREKA SPRINGS,AR,72632,COMMUNITY FIRST BANK,AR,445110,35,1,0,35,1,2,Y,N,"$75,000.00 ",$0.00 ,"$25,000.00 ","$12,500.00 ",P I F
